Date,AdaniPorts,Ambuja,Apollo,AxisBank,Bajaj,BoB,Bata,BlueStar,Camlin,Castrol,Cipla,Deccan Gold,GreavesCotton,Fortis,Glenmark,GodfreyPhillips,Godrej,HCLTech,HDFCbank,Hindalco,HindustanPetrol,Imagica,Infosys,IRCTC,ITC,Kajaria,Kalyan,Linc,Lux,Max,AndhraPaper,Nerolac,ONGC,Panasonic,Patanjali,Timex,Raymond,Reliance,Siemens,SBI,SteelAuth,sunPharma,TataComm,TataSteel,Titan,Ultramarine,Wipro,Wonderla,YesBank,Nilkamal
03-Oct-22,823.8,515,278.9,730.15,1199.9,131.4,2621.05,1102.65,69.2,112.75,1115,24,149.55,264.2,392.7,1146.35,439.95,930,1410,390,218,34.05,1411,695.5,332,1224.35,95.7,285.6,1758.55,402.6,439.6,483.15,131.4,265,1370.45,109.6,1006.05,2397,2760.2,528.7,76.7,951,1150.35,99.4,2621.05,333,394,380.05,15.65,2053.1
30-Sep-22,821.1,505.65,270.05,719,1151,127.1,2528.3,1095.1,67.55,110.9,1117.5,24.6,146.05,261.55,385.05,1138.6,448.75,916.35,1375.55,377.95,216.5,34.9,1386.05,700.55,332.4,1164.05,95,277.25,1708.4,400.5,433.3,488.15,126.5,274,1341.2,110.3,1014.4,2318,2720.05,524,74.15,930.05,1110.1,96.7,2528.3,328.5,391.1,374.2,15.5,2051
29-Sep-22,841.95,508.5,274.15,734.75,1090.1,128.35,2585.45,1095.05,71.25,111.5,1095.55,25.3,150,262,382.05,1133,441.9,922.85,1394.25,366,219.25,33.4,1406,687.3,328.45,1216.3,95.05,278.7,1754.6,407.05,430,495,123.2,258.25,1355,112,1002.8,2358,2700.2,528,75,921.25,1129.35,96.9,2585.45,333.55,400.1,378,15.6,2067
28-Sep-22,836.9,494.8,267.75,736.45,1065.1,126.2,2590,1054,68.5,110.3,1101,26.3,149.05,260,374,1140.95,441.95,917,1405,369.95,220.85,32.85,1381.9,673,331.1,1222.4,95.4,290,1737.05,410,414.95,492.95,124.45,260.05,1339,110,1022.25,2365.1,2681.1,533,74.25,897.95,1102.2,96.65,2590,336,397.45,380.35,15.6,2087.25
27-Sep-22,860,506.7,273.2,744,1045.05,129.65,2655.05,1081,69.5,110.75,1068.2,26.7,150.55,259.1,372.65,1124.85,443.9,908.15,1426.5,375.95,220.65,34.5,1395,664.5,335.5,1161.05,89.15,273.65,1767.45,416.5,404.85,480,124.5,258.95,1355.55,110,1034.45,2395,2737.3,544,75.65,898,1141.4,101.1,2655.05,345.9,397.25,380.2,15.45,2067.95
26-Sep-22,910,536.05,280.05,757.5,1072.5,129.6,2652.05,1097.95,71.05,113.15,1070.9,27.8,152.75,259.5,382.05,1181.05,457.6,890,1423.35,390,226,38.9,1363.5,681,345,1182.35,91.35,277.3,1820,425,431.6,480.15,127.95,269,1427.05,103.5,1035.35,2404,2847.7,546.5,76.55,915,1161,104.5,2652.05,360,392,395,16,2084
23-Sep-22,947.5,533.05,287.5,788,1104,138.5,2740,1066.75,75.65,113.9,1065,27.45,163.9,265.95,385.9,1141.3,460,895,1475,412.1,231,36.55,1367.8,702.5,346.85,1216.05,95.2,286,1853.3,428.6,452.55,482.9,128.9,270,1482.45,112,1129,2485.5,2919.4,564.4,80,907,1218.1,106.2,2740,369.1,398,419.45,16.75,2118.35
22-Sep-22,934.9,522,284.5,805,1129.95,139.9,2642,1077.1,71,115.35,1056.2,27.4,160.25,317,380.9,1123.9,461.7,899,1516,409.55,232.4,36.5,1376,701.9,340.85,1228.5,93.75,289.7,1837.65,431.15,432,475.05,130.1,260.3,1440.05,103,1125,2482.9,2914.95,566.05,79.45,896,1210,104.5,2642,373.5,397.55,394.5,16.85,2131.9
21-Sep-22,972.55,573.9,290,810,1143.9,141.4,2691,1081,72.2,116,1100,28,163.75,315,381,1139.3,460.55,905,1510,418,235,35.45,1381,708.1,335,1215,96,301.25,1904.7,431.05,448.05,489,131.6,273.75,1471.5,108.05,1140,2501.85,2955,574.55,80.9,916,1217,105.85,2691,375.9,404.95,445,16.8,2116
20-Sep-22,973.85,578,293,805.35,1169.9,142.4,2635,1056,70.65,114.45,1037,28.1,163.95,320.4,371,1151.8,457.4,908,1508.5,413.35,234,33.15,1412,698,338.2,1220,97.85,303.4,1909.9,425.05,443,494.1,131,269.15,1345.45,116.5,1125.05,2525,2994.1,575.5,79.3,875,1197,104.25,2635,377.7,405.35,436.45,16.4,2132
19-Sep-22,945,519,283.05,786.2,1113.3,136.5,2605.2,1070,72,113.05,1040,27.85,167,294.2,376.35,1093,466.1,895.55,1486.35,412.1,230.3,34.95,1386,705.1,328.55,1235,94.45,293.8,1907.45,425.95,440.45,483.95,132.3,274.5,1341,118,1168,2499.2,2940.2,561,80.6,868.7,1202.9,106.05,2605.2,368.2,404.6,391.05,16.7,2222.55
16-Sep-22,971.8,533.4,300.7,786,1194,139.8,2650,1138,75.3,117.5,1040,28.6,175.7,307.9,393,1156.9,481.3,913.1,1499,424,240,32.1,1425,724.55,331,1245,97.05,311.05,1911.15,443.9,475.05,503,130.65,281.5,1344.15,125.1,1094,2549,3061.45,567.8,82.2,874.5,1230.05,106.35,2650,366.95,411.1,371.95,17.15,2243.75
15-Sep-22,955,529.8,278.65,805,1181,140.45,2710,1143.7,74.4,118,1056,29.55,172.8,310,389.2,1168.3,479,935,1522.25,440.85,242.1,34.95,1473.35,715,335.35,1189,93.3,316.85,1877,422.55,486.7,505.05,134,289.55,1356.05,123.95,1055,2586,3133.95,575,83.8,889.45,1248.95,109,2710,365.95,418.8,370.25,17.3,2203.3
14-Sep-22,930.1,480,273.65,789.5,1200,135.3,2641.2,1110,73.8,117,1042.35,28.7,174.65,285.05,386.05,1135,475,934,1490,426,242.75,35.95,1500,709.2,330,1192,81.9,310,1852.6,419,477.5,498.4,132.5,287.8,1342.05,118,1001,2565,3064.95,548.3,81.8,880.05,1220,106.1,2641.2,368,407,365,17.1,2204.8
13-Sep-22,945.1,482.45,284,801.5,1200.05,139.9,2688,1150,75,119.95,1060,28.95,177.05,291.1,390,1142.9,484.05,955.55,1498.3,431,251.4,37.6,1552,725,330.8,1142.85,81.1,309.1,1892,422.3,465,511.8,134.05,294,1390,124.05,1030,2615,2968.7,557.85,83.25,886,1256.1,107.7,2688,372.9,425,352.15,17.7,2171.3
12-Sep-22,915,453.5,273.15,785.5,1204.55,138.65,2615,1160.1,76.15,114.35,1055,28.7,175,285.15,388.95,1136.3,488.15,952,1498,432.5,245.95,33.75,1525,713,331.05,1131.2,82.45,302.95,1892.4,413.05,479,514.9,134.8,285,1390,131,1062,2573.7,2880,555,82.7,889.2,1245.4,106.7,2615,370,418.5,362,17.6,2188.55
09-Sep-22,889,464.15,277.7,787,1210,139.4,2644,1140.15,77.45,116.3,1061,29.5,177.5,291.25,385.65,1107.1,464.3,936,1497.5,423.7,252.5,36.1,1489.1,717.8,330,1136,84.3,287,1862.8,380.5,494,519.5,131.65,301,1370,114,1042,2606.55,2988.95,549,82.25,894.7,1251,106.8,2644,374.8,416.8,370.85,17.9,2141.8
08-Sep-22,878,454,277.5,757,1216.8,135,2648.4,1150,75.25,115.3,1055,29.5,176.95,288.95,383.55,1112.65,465.6,937.8,1486.5,432.9,245.05,38.5,1472,711.35,327.9,1114.5,82.05,285.05,1832.8,384,484.95,515.25,132.3,280,1318,129.75,981.65,2590,2946.25,535,82.5,893,1252.9,108.15,2648.4,374.45,410,355.05,17.45,2138.45
07-Sep-22,850.2,437.2,272.45,745.7,1208.35,133.05,2610,1106.05,75.15,113.6,1038.1,29.85,172.45,285.05,373.55,1060.05,465,929,1470,425.1,240.2,38.3,1442,707.4,326.1,1123.95,80.9,291,1800.05,380.3,460.15,500.05,131.4,269,1275,124.4,974.3,2579.7,2965.95,535,81.95,882,1239,107.3,2610,377.5,402.5,356.95,16.6,2120
06-Sep-22,853,417,262.05,756.7,1226,134.2,2644.95,1115.3,76,113.4,1025.65,29.85,175.35,287,371.65,1053.8,466,931.15,1490,430,239.45,43.7,1461.55,714.1,329.65,1125.1,82.05,301.25,1835.95,382.9,475,497.8,133.5,256.6,1322.05,119.9,982,2569.6,2938.1,538.85,81.05,884.6,1270.8,107.15,2644.95,381.3,407.4,363.25,16.75,2140
05-Sep-22,855.8,416.3,253.95,751.1,1232,131,2627,1081.05,75.8,113.35,1021.45,28.9,173.3,289.3,369.1,1074.3,472.8,924,1485.1,415,237.7,39,1451,713.4,324.4,1157.3,84.8,272.45,1827.35,384.45,485.15,499.7,133,252,1264,114.2,980,2530,2942.95,536.5,79.25,869.3,1249,105.9,2627,378,407.2,361.25,16.25,2248.7
02-Sep-22,842.8,410.3,252.8,745.2,1220.5,134.7,2632,1099.25,76.95,113.7,1022.8,29.25,173.85,296.8,373.45,1090.1,484.95,934.9,1474,423.6,245.05,40.4,1480,714,318.2,1182.8,84.4,273.95,1873,377.1,504.7,509,134.6,253,1220,108.8,961,2565,2950,536,81,877.95,1270,106.9,2632,379.95,412.25,377.15,16.4,2139.4
01-Sep-22,842.35,408,251.7,730,1224.8,129.95,2602.65,1089,76.05,113.15,1031.3,29.4,170.65,288.55,372,1115.5,482,921,1468,427,242.8,46.9,1465,706,319.3,1164,81.15,278.75,1802,377,489,507,134.7,248.4,1219.5,98.7,968,2589.1,2881,522,80.6,893.25,1190,107.2,2602.65,380,410.85,361,16.43,2065
30-Aug-22,845,408,243.5,733,1217.95,127.1,2549.3,1083,74.5,113.6,1018,30.25,170.05,287.7,376.55,1118.2,492.8,924.75,1443,432.05,239.5,44.7,1470,697,313.5,1155,77.8,276.95,1784.65,381.05,496.1,487,137.8,250,1196,98.75,954.45,2621.7,2856.65,517.35,80.5,884.75,1175.4,106.3,2549.3,380,407,374.5,16.3,2037.1
29-Aug-22,820.95,395,232,725,1215,122.5,2470,1060,70.6,112.15,1000,29.85,170,280.05,366.05,1081,467,875.65,1435.8,413,231,40.9,1453.35,675,309.55,1010.1,76.05,282.7,1727.95,366.55,441,497.95,133.1,240.5,1100,90.3,955.5,2570,2900,508.2,79.1,878.95,1120.05,101.2,2470,383.85,405,363.8,16.03,2020.3
26-Aug-22,820,400,247.05,745.5,1254.9,126.5,2470.25,1100,77.05,114.95,1022.15,30.75,177.75,290.1,382,1152.35,475.1,951,1468.25,434.3,240.75,40.6,1536,725,313.9,1176,82.4,277.05,1776.2,382.6,468,491.7,136.8,246,1131.05,89.65,946,2638,2910,523.05,81,885,1169.3,107.3,2470.25,386.55,419.25,345.95,16.58,2053.6
25-Aug-22,841,404,251.35,752,1264.1,123.45,2453.05,1100,81.5,114.6,1038.05,31,178.6,290.65,380,1159,483.55,951,1477,431.9,239.95,38.7,1545.35,730,315.05,1163.8,81,283.1,1777.05,378.55,477,492.5,137.2,245.75,1143,83.9,948,2651,2893.45,521.5,79.65,896.4,1169,106.85,2453.05,387.9,418.65,350.9,16.8,2055.9
24-Aug-22,827.05,405.3,252.05,745,1234.5,123,2490.5,1062.35,81.5,113,1040,31.7,168.5,296,369,1136.75,484,947.65,1465.85,430,239.1,36.75,1537,712.05,315.8,1166.6,77.6,277.6,1778.6,382.05,463.3,499,135.15,244,1128.35,83.3,951.35,2637.4,2878,519.5,79.75,890,1146.5,107.85,2490.5,373.5,417.2,340.25,16.33,2059.7
23-Aug-22,835.9,400.8,247,741.7,1232.5,116.3,2399.5,1051.7,71.85,114,1008,28.5,165,295,369.65,1139.95,463.5,949,1450.25,414,245.9,34.7,1546.55,700.1,313.8,1164.45,69.35,283.75,1755.9,374,470,491.3,131.65,240,1064,93,973.75,2586,2874,506.2,77.5,870,1134,104.2,2399.5,373.35,414.3,332.05,16.15,2068.55
22-Aug-22,874.5,419.5,258,751.25,1201.2,120.2,2440,1060,72.8,116.55,1015,30.45,169,301,385,1160,466.05,966,1482.6,423.15,247.55,32.35,1585,720.8,309.05,1171.3,69.95,270.1,1785.05,383.2,442,502.2,134.5,250,1120,88.6,967,2616,2852,518.1,80.5,900,1134.9,109.7,2440,370.1,430.05,346.65,16.48,2179.95
19-Aug-22,834.15,412.9,267,772.75,1227,124,2499.65,1073.45,75.6,117,1022.05,32.65,175.3,288.15,403.7,1183.25,485,973.85,1512,439.8,264.8,31.95,1584,712,315.75,1164.8,71.55,270.15,1810.9,386.95,439.8,505.35,138,250.6,1121.1,78.8,970,2654.05,2887.7,532,83.45,916.45,1094.6,112.8,2499.65,371,439.9,360.05,16.64,2178.65
18-Aug-22,825,400,260,773.9,1158.45,125.4,2495,1051,74.95,116.5,1026.25,30.25,175.5,295.5,403.35,1173.05,489,983,1499.2,437.8,265.1,30.45,1589,672.6,313,1170,71.15,290.65,1812.55,385.05,440.05,507.7,138.5,258,1129.5,76,934.6,2663.45,2924.75,526.05,82.35,913,1075.15,112.5,2495,372,440.3,353.95,16.56,2179.95
17-Aug-22,828.8,399.85,250.25,773.05,1159,122.6,2493.65,1001,72.2,116,1034.9,29.4,175.1,295,387.3,1180,485.6,962,1500,429,256.1,28.5,1594,667,311,1152,71,290.6,1829.1,403.5,446,509.75,140,255.9,1130.55,76.95,936,2660.55,2903.6,526.9,83,920,1090,113.7,2493.65,378,437.1,360,16.03,2182.45
16-Aug-22,795,389,237,765,1146.05,123.5,2452,999,70.95,114,1022.6,29.25,173,283.8,390,1185.35,468,966,1490,437,249,27.35,1601.2,668.2,309.65,1165.85,70,294.7,1802.25,355,422.05,500.35,141.2,253.9,1114.8,80.6,936.4,2649.8,2841.2,532,82.4,905.3,1104.7,113.7,2452,388.75,437.8,352.05,15.33,2247.95
12-Aug-22,792.7,382,234,759.4,1133.3,123.1,2471.6,997.95,69.4,113.25,1046.7,29.25,166,274,389,1193,461.4,962.1,1481,433.75,240.1,26.35,1610.55,671.65,306,1157.95,69.95,291,1814.9,375,429.9,505.4,133.5,250,1119,82.7,943,2586.25,2830,525.1,79.2,924.9,1104,109.2,2471.6,358.8,438.4,340,15.32,2152
11-Aug-22,792,380.45,228.8,742,1161,118.8,2440,1010,70.85,114.25,1044.9,30,162.5,266,370.95,1219.9,461.55,964.8,1480,445.15,241,25.1,1625,691,313.1,1137.2,70.8,310.3,1815,380,430,500.05,134.9,248.25,1169,80.35,935,2600,2826,520,79.85,924.9,1085.35,110.1,2440,365.85,437.45,285,15.65,2173.65
10-Aug-22,802.1,380,229.95,746,1147,118,2465,1014.9,66.6,114.1,1031,28.6,162.6,269.5,376,1221.55,458.5,966.1,1462,424,239.1,23.05,1619,664.5,313.45,1157,70.8,259.15,1835.1,382,413.8,493.4,136.45,249.75,1135,84.15,933.4,2572,2837.5,522.7,78.45,912,1085,107.9,2465,358,435.95,277,16.01,2150
08-Aug-22,820.95,381.9,228.5,733.5,1146.9,117.6,2471.05,1001,71.7,114.35,1032,28.5,162.75,261,378.95,1195,459,953,1428.45,412.55,240.25,24,1616.1,644.5,310.75,1124.45,72,254.6,1927.55,378.3,406,511,136.1,251.1,1126.9,80.15,978,2535,2685.7,525,77.8,921,1101,107.5,2471.05,345.5,439.9,284.95,16.67,2185.95
05-Aug-22,808,381.15,231.15,722.7,1145.3,118.75,2430,1031,68.95,115.8,1044,28.95,163.9,270.45,379.9,1188.35,451.9,963,1430,423.2,245.65,22.9,1610,639.6,309.9,1125.8,71.5,252.2,1931.25,384,389.05,507.95,135.9,247,1120,76.35,956,2577,2645.1,535,77,919.9,1050.7,107.85,2430,344,436.8,269.6,16.84,2227
04-Aug-22,812.95,382.95,231.5,736,1132.2,120.7,2425,970.8,68.95,114.2,1012,28.95,167,266.4,371.45,1166.5,449.5,968,1437.25,426.2,247.4,23.25,1583,642.15,310,1144.7,66.45,250.35,1970.55,375,384.65,505.9,134.75,250,1138,73.25,975,2616,2645,543.9,76.3,903.95,1077.95,108.15,2425,342.4,436.3,248,16.55,2260
03-Aug-22,802.3,379,228.9,731,1131,121.7,2398,980.45,69.55,115.95,1017.15,26.6,166.75,268.9,377,1168.25,443.55,950.95,1424.75,419,246,23.1,1544,643.5,310.45,1112.8,65.2,251,1988.85,365,389,505.8,135.55,252.7,1179.95,69,975,2597.45,2720,541.85,77.9,925,1071.9,106.85,2398,344.1,430,233.1,17.3,2170.05
02-Aug-22,801.9,376.8,222.1,727,1138.1,116.3,2362,957.6,70.6,115.5,1005,27.95,169.45,274.8,380.9,1184.55,444,953.9,1442,419.9,241.85,25.5,1549,641.8,310.4,1143,66.2,249.9,1895,374,390,455.5,135.7,254.35,1161.85,70,966,2572.8,2758.35,532.6,77.6,918.55,1050,108.2,2362,349.05,429.4,238.1,15.4,2151.75
01-Aug-22,770,377,219.5,725,1135,118.05,2348.45,1004,68,115.9,993,27.5,163.95,280,384,1175.05,445.1,958.45,1435.25,419.1,243.45,25.4,1570,644.15,304.7,1155.8,65.55,252.35,1858,371.3,379,406.4,134.5,251,1136,67.55,970,2513,2706,528.3,77.9,942.95,1055,110.1,2348.45,347,427,241.5,15.72,2040
29-Jul-22,768,372,216.2,733,1135,118,2356,1005,68.1,113.15,970,28.35,160.5,278,382.5,1107.1,450,953.1,1430.35,396.5,234.65,24.55,1531,608.5,304.25,1127.35,65.2,250.7,1854.95,363.8,350,403.85,130.25,247.05,1098,69.4,969.75,2470,2710.7,534.55,75,894,1044,103,2356,343,420,237.6,14.68,1995.1
28-Jul-22,764.65,371.5,212,729.85,1134.4,118.6,2331.9,990.9,68.45,114.4,979.8,28,158.9,270.4,376.4,1121.95,448,938,1410.35,392,235,23.4,1491,605,305.9,1122.4,65.75,256.2,1888.15,360.5,345,402,130,248.6,1085.1,69,939.05,2435,2710.25,531.55,74.95,896,1051.7,98,2331.9,346.8,411.4,237.1,14.74,1968
27-Jul-22,744,370,207,706.5,1140,116.2,2270.65,1004.9,61.5,114.6,957.75,27.7,158,267.25,362.9,1114.4,448.1,914.9,1390,380.55,230.3,22.3,1451,593.1,303,1131,63.15,254.35,1869.25,362.2,338.3,398.3,129,248.05,1044.05,68.25,949.15,2419.4,2700,514.3,74.8,879,1054,949.05,2270.65,341,405.7,229,13.71,1929.5
26-Jul-22,751,368,214.25,726.5,1179.85,115.9,2325.05,998.95,62.05,111,959,29.45,160.4,275.8,372.1,1111.6,462.65,929.7,1396.5,388.9,230.55,21.25,1501.4,598,301.7,1142.5,65.1,255,1915.75,361.6,349.95,406.9,130.7,257.9,1051,71.5,960.05,2423.8,2723.3,518,76.65,869,1067.3,969,2325.05,345.6,415,228.9,14.27,1950
25-Jul-22,757.9,373.6,210.3,734,1162.2,115.1,2344,1000,61.3,109.9,978.8,25.75,163.65,277.2,371,1136.4,463,919.95,1393,381.5,234.3,20.25,1478.35,608,299.5,1134.55,64.8,255.7,1942.3,361.05,342.45,407.95,132.25,249,1050.1,72,958.9,2469,2775,513.7,75.1,874.9,1058,936,2344,348,411.4,232.05,14.85,1926.65
22-Jul-22,755.1,370.9,214.25,716.6,1143.65,114.9,2300.2,999,60.9,111.25,977.9,27.8,165.6,277.95,382.7,1106.1,470,931,1362,379.75,239,18.75,1530.2,613,299.65,1088.6,64.95,263.6,1947.55,365,332.3,401.45,133.5,250,1058.95,72.5,973,2500,2803.6,513.5,76,869.5,1082,940,2300.2,357.9,416,230.95,14.48,1925.4
21-Jul-22,746,367,211.5,706.15,1149.95,111.2,2288,997.15,60.05,111.35,985,23.55,162.9,262.05,383.5,1125,457.05,922,1361.5,370.1,234.25,20.2,1520,606.6,298.95,1014.9,66,260.15,1909.4,366.85,338.05,396.8,132.8,247,1046.85,72.95,988,2498,2704,509,75.4,875.9,1010,930,2288,354.85,405.8,225.25,13.64,1937.1
20-Jul-22,757,370.5,213,708.7,1145,113.85,2276,1038,58.15,112.5,962.55,24,163,265.9,384.55,1114.95,453,901.2,1361.5,374.15,244.8,19.8,1501.95,617.4,295.8,1000.95,66.85,250.8,1932.55,369.5,335,392.05,134.7,251,1080,73,1006,2535,2700,500,74.05,882.05,1006.8,934.25,2276,354,410,235.45,13.62,1964.85
19-Jul-22,736,366,210,680,1165,107.9,2235,1000.25,57.6,110.9,963.9,24.25,160.05,266,380,1075.3,451.25,890.9,1339.45,367.05,241,17.9,1475,600,295.05,1001.35,64.9,257.65,1869,362,333.8,390,130.5,257.9,1060,67.8,974.1,2411,2705.75,489.5,71.2,880,1010,904.1,2235,349.85,404,230.6,13.37,1951.5
18-Jul-22,738.8,373.75,213,662.25,1181,105,2190,997,57.35,113.6,971,23.3,157,264.95,381.5,1068,449.85,898,1352,354.1,239.8,18,1447.25,594,294.5,997,67,244.45,1829.8,370,320.6,392,126.6,254.95,1038,68.25,962.5,2420.05,2688.95,484,69.6,890,994,894.95,2190,336,398.3,226,13.41,1897.8
15-Jul-22,739.9,368.45,207.35,666.3,1138.4,106.4,2144,982,56.6,112,967.4,24,154.75,258.15,388.5,1072.75,443.8,898,1355,345,239.1,16.6,1440.05,587,292.95,991.9,65.6,249,1811.55,380,324.4,393.4,127.3,252,1047.3,69,950,2420,2631.65,482.1,70.05,885,967.95,902.5,2144,322.6,401.9,222,13.33,1922.9
14-Jul-22,730,371.5,207.95,678,1105,108.4,2134,938,56.05,113.05,958.45,24.5,156.7,251.75,387,1067.25,438.25,921,1363.4,353.15,232.5,16.6,1451.8,597,294.9,1027,62.2,250.6,1824.15,367.2,327.25,385,124.25,254.95,1040,71.45,940,2389.7,2641,488,71,866,980,905.05,2134,331,410.85,222.1,13.33,1965
13-Jul-22,737.7,371.2,207.55,682.8,1062.1,109.25,2129,930.1,58.05,109.6,943.4,23.55,157.75,253.8,379.9,1075.75,445.1,925.1,1393.5,346.9,235.2,18,1449,596.7,293.95,1008.75,62.25,248.95,1846,368.35,337.95,402.3,122.7,251.75,1060,70.45,970,2429,2650,487.1,71.05,848.05,1004.6,904,2129,331,412.4,223.85,13.44,2089
12-Jul-22,731.4,369.95,207.9,677,1094.15,108.9,2131,944,58.1,109,935.05,23.8,158.15,252.85,388,1074.1,434.55,937,1407,349.9,242,18.1,1467.9,589,293.45,1006.05,63.4,253.9,1863.7,365.7,324.2,408.8,125,252,1040.05,67.85,979,2411,2670,485.7,72.4,856,993.15,909,2131,322,409.75,224.7,13.15,2033.2
11-Jul-22,715.7,368.5,201.95,664,1111.55,104.2,2150.4,883.4,57.5,107.45,946.75,23.5,156.05,250,385,1072.5,427,975.15,1395,351.25,241.3,19.05,1507,583.1,293,1014.4,63.5,244.95,1893.05,360.3,330.6,392,121.5,244.95,1046.9,65,969.5,2380,2685,485.4,70.65,857.35,973.85,888.8,2150.4,317,414.35,230.8,12.77,2037.45
08-Jul-22,708.15,368,203.15,665.35,1121,105.9,2144.5,882.9,56.65,109.5,936.4,24.2,160.5,253,393,1090,418.5,1005,1404.5,367.35,245,20.1,1515,590,292.7,997.8,64.5,244.2,1915.4,362.3,328.9,396.25,126,243.55,1038.4,66.1,930,2414.9,2648.9,488.95,73.8,845.3,982.8,919,2144.5,318.05,424.1,230.95,12.9,2027.75
07-Jul-22,699,371.5,195.45,664.4,1097.95,100.7,2130,880.45,57,106.8,948.7,23.8,151.65,238.1,389,1080.35,418.3,994.95,1384,348,237,21.1,1498.95,585.5,291.45,956.4,63.15,245.5,1942.55,371.05,334,405.1,121.1,238.15,1044.45,67.4,960,2424.8,2663,483.75,70,830.55,968.25,865,2130,311.6,419.05,231,12.69,2000
06-Jul-22,680.6,366.7,189.5,649.1,1087.45,98.7,1959,884.35,57.2,105.95,944,22.75,150.05,239.2,380,1069.7,419,980.75,1349,339.5,229.35,24.5,1482,571,287,952.4,61.05,242,1903.2,365.9,330.8,370,123.3,240,1050.3,64.25,919,2425.05,2562,474.25,69.45,840,948.3,860.3,1959,308.8,417,227.85,12.62,1983.65
05-Jul-22,688.7,366,190.2,654.45,1090,99,1965,877.35,57.45,105.25,940,23.9,153.9,241.85,385,1069.35,422.9,987,1368,340.25,225.6,23.35,1497,577.5,293.45,964.2,62.45,245.5,1852.95,368,334,373.05,127.25,244,1051.1,68.6,875.25,2424.95,2527.65,475,68.8,828,950,862.05,1965,305.15,421,244,12.73,1970.1
04-Jul-22,678.5,368,189.5,644.1,1044,97.65,1954.75,891.9,56.6,104.1,948,23.7,147.85,235.85,396.7,1070,425.05,976.7,1353.45,336,225,22.25,1482,584,285.1,964.6,61.25,241.05,1757,363.7,318.05,376.95,130,238.9,1059.85,71.5,861,2388.8,2418.25,466,68.75,826,945,870,1954.75,306.5,422.9,233.45,12.65,1971.3
01-Jul-22,672.7,365,185.1,634,1035.2,97.8,1904,895.35,55.95,103.3,915,24.9,148,236.6,390.5,1058,436,970,1346.5,336.3,217.2,21.2,1453.7,575,273,939.15,58.2,241.45,1754.45,367.8,308.1,377.1,149.05,242,1058,72.4,880.35,2580,2389,465,68.25,834.4,914,872,1904,304.85,411.5,229,12.66,1930
30-Jun-22,682.95,367,187,622.3,977,101.2,1955.3,912.5,56.95,102.55,948,24,152,234,386,1067.5,442.35,986.35,1331.6,344.3,223,20,1462.95,600.3,274,929.25,59.6,246.45,1816.6,366.9,315.05,370.15,153.4,249.5,1083,68.5,907.65,2576,2404.8,459.5,69.65,842.1,913.8,884,1955.3,302.85,422,230.9,12.7,1915
29-Jun-22,675.2,366,188.65,631.9,943.25,100.7,1950.15,929.9,55.15,104.55,941,22.4,149.8,230,382,1068,428.5,981,1330.25,339,222.45,19.24,1466.7,610,269.8,924.3,59.5,249.85,1829.1,370,311.6,380,149.6,247.45,1064,66.05,881.3,2504.35,2361.55,460,69.75,824,918.45,872,1950.15,295.6,421,229.85,12.73,1900
28-Jun-22,680.3,366.7,185.7,631,940.35,99.65,2025,968,55.25,102.1,930,22.7,151.3,229.1,385,1080.2,428.45,991.8,1340.6,329.5,224,18.33,1459.4,610,269,929.4,58.55,253.25,1815.45,372.7,300.45,379.9,143.45,247,1084,64.85,870,2482.15,2364.2,459.5,69.6,835.95,931.7,868.7,2025,303.35,422,243.75,12.82,1755.05
27-Jun-22,703.8,360.7,184.2,645,937,101,2075.1,973.6,54.95,102.4,935,22.45,151.25,236,385,1057.65,431.35,980,1363.25,329,223,17.46,1470,605.95,266.8,931.25,58.5,260.85,1759.8,380,299.45,390,140,236,1085,62.7,880,2549,2344,459.2,69,825.2,936,867.05,2075.1,301.7,425.45,220.95,12.88,1735
24-Jun-22,684,361.7,182,638.9,918.95,96.95,2065.95,956.4,53.35,103.3,934.95,21.95,145.7,236,379.8,1044.7,429.5,982,1341.65,323,225.8,14.8,1459.95,592,265.6,928.75,58.95,241,1756,370,296,369.1,137.3,235,1028.95,61.8,834,2490,2349.5,454.05,67.65,835,904,848,2065.95,304.95,421.55,215.1,12.52,1729
23-Jun-22,671,356,182.2,627.9,937.4,95,2049.5,948.65,56.4,104.7,917,21.6,137.1,229.5,358.5,1034.05,423,961.6,1331,317,225.95,14.7,1439.8,590,264.65,922.6,57.05,248.95,1724.25,366.45,285.55,363.5,133.8,231,993,60.85,837.15,2520,2290.45,448.25,66.1,814,899.9,840,2049.5,304.8,414.35,220,12.5,1718.65
22-Jun-22,687.8,360,179.2,632.75,917.1,96,2075,939.3,52.55,102.85,944.6,21.75,139.8,233.35,370,1038,426,980,1329.5,334.7,218,14.3,1435,599.85,268,923.45,57,239.9,1753.85,361.4,304.95,376,137.4,232,998,62.4,865.55,2563,2378.15,449.5,67.85,810.3,885,876.9,2075,304.7,423.95,220,12.62,1739.05
21-Jun-22,671.55,356.1,180,630.1,924.95,91.85,1985,926.4,53,102.3,918.65,21.5,134.7,228.65,354.8,1051.1,412,965.3,1338.2,326.1,210.1,13.44,1420,577.6,265,943,55.25,236.25,1700,365.6,288.15,385,135.65,226.35,967.8,61.4,827.8,2552.4,2282.1,439.7,65.5,809.9,887,877,1985,312.65,420,214,12.4,1749.6
