Date,AdaniPorts,Ambuja,Apollo,AxisBank,Bajaj,BoB,Bata,BlueStar,Camlin,Castrol,Cipla,Deccan Gold,GreavesCotton,Fortis,Glenmark,GodfreyPhillips,Godrej,HCLTech,HDFCbank,Hindalco,HindustanPetrol,Imagica,Infosys,IRCTC,ITC,Kajaria,Kalyan,Linc,Lux,Max,AndhraPaper,Nerolac,ONGC,Panasonic,Patanjali,Timex,Raymond,Reliance,Siemens,SBI,SteelAuth,sunPharma,TataComm,TataSteel,Titan,Ultramarine,Wipro,Wonderla,YesBank,Nilkamal
24-Apr-23,666.8,374.45,332.1,866.05,1077.05,176.35,2570,1480.05,72.5,116.5,913.15,46.2,132.8,267,512.45,1670.45,430.15,1055,1675.2,418.05,241,42.5,1230,601,410,1087.85,103.5,615.2,1342.1,454,468.95,382.65,159.3,230.9,940.05,146,1496.4,2365,3245.05,542.95,81.4,976.95,1247.75,106.25,2570,331.2,376,426.55,15.5,1903.65
21-Apr-23,663.3,379.7,333.1,868.55,1059.35,177.6,2578.5,1476.8,74.45,116,891.3,46.4,135.5,265.05,512.5,1750.05,430.35,1052,1665.5,430.95,240.7,44.3,1227,600.8,398.6,1091.4,104,620.05,1359.05,465.3,469.9,381.95,158.1,229.5,941.3,151.5,1489.85,2348.05,3290,544.15,83.01,989.55,1220.3,107.8,2578.5,338.25,363.2,448.8,16.57,1969.95
20-Apr-23,661.3,378.55,334.45,872.55,1092.3,177,2593.25,1467.25,75.1,117.45,911.7,46.96,134.35,266.25,511.1,1749.95,440,1040,1670.55,431.4,240,44.88,1232,607,399.05,1110.6,102.35,621.65,1233.45,469.35,455.3,384.85,156.9,227.8,945.6,154.4,1459.9,2350.2,3262,540.55,82.16,1001.95,1175,108.15,2593.25,330,360.5,456,16.54,1931.4
19-Apr-23,658.4,383.55,333.95,866.85,1045.05,178.1,2599.65,1464,75.22,115,925,47,132.1,267.95,504.95,1701,437.35,1073,1664.7,433,227.3,45.01,1257.6,607.5,396.7,1117.2,103.7,634.35,1200,464.1,463.1,382,158.4,229,950.1,158,1419.95,2337,3317,544.45,82.11,996.5,1212.95,107.7,2599.65,338.95,367.15,452,16.75,1933.95
18-Apr-23,666.2,390.8,326.7,861.25,1049.65,177.05,2607.95,1493.1,73.3,114.3,903.05,48.95,134,261.35,489.95,1784.4,441.6,1046,1668,429.25,227,44.9,1266.3,596.85,400,1092.6,103.35,612.6,1211.2,465.05,465.05,378.05,160.45,230,958.75,146.15,1398.95,2370.7,3321.05,542,82.5,1000,1246,107.2,2607.95,341.1,363.45,451.05,15.31,1998
17-Apr-23,665.95,389.25,321.1,880,1045.05,169.15,2583.9,1473.85,70.01,113.2,914.5,48.5,133.7,265,481.05,1788.5,442,1058,1706,422.3,225.1,44.35,1249.75,591.05,395,1091.65,104.45,590.05,1220.35,483.95,465.3,380,158.6,231,960.05,144,1305.05,2415,3326.5,525.25,81.51,1000.05,1263.1,107.3,2583.9,337.9,361.1,441.55,15.25,1866.3
13-Apr-23,661.7,394.55,324.15,860.85,1040.05,170,2587.1,1440.8,73.5,114.05,921.05,50.47,133.55,263.05,491.5,1780.05,446.7,1089,1686.05,419.95,227.95,45,1413,580.2,395,1114.4,103.6,597.15,1216.05,481,438.1,382.6,157.9,227.2,964,146.4,1308.95,2350,3337,527.65,82.9,1024.5,1246.3,107.55,2587.1,331.8,369.55,440,15.43,1860
12-Apr-23,652.05,384.65,321.05,855.95,1046.8,171,2580,1413,72.5,114,912.55,49.98,134.9,257.6,482.3,1763.7,434.3,1090.3,1665.6,419,229.55,46.13,1412,585.95,398,1090.05,104,592.5,1219.45,450.55,430,382.4,158.75,228.1,962,123.65,1329.55,2336.3,3311.05,532.1,82.67,1009.05,1278,107.85,2580,329.85,371,438.15,15.23,1845.1
11-Apr-23,654,385,329,847,1054.5,173,2576.05,1429.6,71.8,114.95,902,48.87,135.55,256.05,487.85,1711.05,433.65,1102.55,1659.3,411.85,228.7,44.01,1430.75,583,389.9,1110,104.25,582.5,1222.4,437.25,428.5,389.1,156.6,228,946.05,128.55,1297.6,2330,3381,530.55,82.66,1009.25,1268.8,105.2,2576.05,331.3,373.25,413.05,15.29,1865
10-Apr-23,645,384,319.15,858.95,1040.05,167.2,2565,1445,72.1,115,895.1,51.49,135.6,253.1,483.2,1761.05,425,1091,1665,406.1,227.95,45.27,1422,569.15,385.6,1055,105,592.35,1220,434.75,431.35,392.75,150.6,237.9,955,127,1251.05,2346,3331.05,528.3,82.15,1012.1,1255,104.3,2565,339.9,367.75,429.45,15.43,1922
06-Apr-23,636.05,376.4,319.3,861.65,1050.4,167.2,2585,1440,69.31,113.1,898.05,48.4,136.3,252.55,476.05,1789.95,414.8,1113.9,1650.4,400.55,225.55,46.36,1423.3,567.55,386.25,1050,105.3,581.25,1212.8,412.05,433.5,390.75,152.8,225.55,955,123,1215.05,2320,3329.05,523.95,82.4,993,1263.2,104.75,2585,335.85,369.7,407.1,15.3,1841.95
05-Apr-23,625.8,373.1,321,868.3,1059.95,169.15,2550,1386.7,73.85,112.55,889,44.5,131.2,261.05,474.05,1770.05,413.3,1078.2,1613,401.05,225.4,45.74,1396,571.7,378.95,1044.1,105.75,526,1227.45,425.5,426.45,388.05,157,223.3,972,123.65,1178.05,2341.75,3352.35,527,83.01,982,1247,104.05,2550,329.8,369.2,425,15.4,1776.25
03-Apr-23,640.8,367.7,318.05,863.05,1056,169,2513.05,1368.05,67.1,111.05,910.5,44.5,126.25,260.05,466,1849.85,402.1,1087.05,1604.3,408.95,231.95,45.17,1431.05,575.5,383.5,1059.4,106.15,500.1,1180.7,440.95,413.05,386.05,153.55,220,960.05,123.5,1211.05,2345.1,3325,524.55,83.56,982,1240.3,104.6,2513.05,331.45,367.1,435,15.06,1749.75
31-Mar-23,640.35,366.15,311.3,858,1093,165.25,2516.55,1375.6,71.35,111,885.45,44.55,129.9,262.15,447.85,1842.5,402.05,1075,1588.4,404.7,232.25,43.83,1408,565.75,382.3,1066.95,110.1,522,1133.85,446.1,415.65,381.7,149.8,207.4,924.45,120.3,1185.45,2256,3320.05,520.05,83.25,992.05,1227.3,104.1,2516.55,326,362.3,427.75,14.98,1761.9
29-Mar-23,590,359,307.05,830.2,1085.05,160.2,2485.05,1384.1,69.2,110.35,890.1,44.7,122.2,259.95,449.65,1806.6,396.2,1041.5,1576.6,392.15,234.25,41.99,1377.6,561.25,379.5,1089.95,107.95,470.4,1158.6,441.05,400.1,384.05,146.75,207.3,876,121.9,1105,2241.9,3270.05,508.1,80.56,978,1214.9,102.45,2485.05,325.05,356.3,399.3,14.78,1753.2
28-Mar-23,622.25,370.55,307.95,836.5,1121.95,161.8,2494.95,1424.45,68.18,108.6,894.65,43.7,127.5,254.1,441.15,1790.15,403.6,1053.7,1566,392.4,236.4,43.56,1391.5,582.55,380.6,1018.55,112,495.05,1195.6,459.7,410,382.3,150.2,225,890,120.25,1165.55,2241.25,3296.5,512,81.2,984.05,1218.45,102.75,2494.95,325.4,362.5,391.85,15.09,1752.95
27-Mar-23,635.25,371.35,303.95,844.95,1132.7,159.3,2475,1430,69,108.7,885,45.5,127.15,254,422.55,1849.85,417.9,1051.55,1560.1,390,237.35,46.7,1384,596.55,375.1,1032.85,116.85,506.05,1238.15,467.95,416,378.6,149.1,229.5,897,120.8,1225.15,2215.5,3328.05,507.1,82.2,980.05,1224.3,102.55,2475,331.05,361.05,390.05,15.01,1775.9
24-Mar-23,658.8,372.4,310.3,844,1095.05,162.15,2517.95,1447,71.35,110.4,865.55,47,131.45,251,436.8,1864.95,405.25,1077.75,1562,399.2,241.05,46.6,1386,604,380.55,1045.55,117.85,512.2,1264.85,463.55,400.8,385.5,152.45,225.1,880.4,124.4,1269.5,2247.6,3367,514.1,85,977.95,1221.05,104.85,2517.95,333.7,362.65,407.35,15.06,1752
23-Mar-23,655.6,373,315,848,1100.05,166.1,2503.05,1427.35,71,109.2,868.05,46.3,128.85,250.8,433.05,1871.65,420.9,1080.95,1569.9,385.95,245,48,1383.5,604.95,377.55,1041.85,116.55,513.2,1266.35,468,414.05,384.2,151.5,225,886,128.4,1262.6,2270,3303,519.9,84.94,975,1200,104.5,2503.05,330.4,365,400,15.27,1766
22-Mar-23,674.9,372.05,317.5,854.55,1095.1,164.35,2516.05,1469.95,71.5,108.6,862.1,48,128,251.75,436.4,1871.05,412.25,1084.05,1581.35,391.95,244.25,45.4,1402,608,376.6,1053.05,118.2,513.4,1291.3,464,403.1,388.8,151.8,225.45,895.4,124,1260,2280.1,3349.95,522.7,87.06,958.5,1224.95,104.9,2516.05,333.65,367.55,403.15,15.27,1751
21-Mar-23,671,368.6,313,841.75,1089,159.3,2499.9,1450,72.25,108.9,867.55,50.99,125.35,260.95,445.6,1933.95,406.55,1100,1574,389.7,247.25,48.14,1403.8,603.1,379.95,1054.7,119.1,529.1,1287.75,472,404,393.8,152.9,225,881,129,1265.35,2222,3300,522,86.81,962,1182.25,105.85,2499.9,333.95,368.15,399,15.42,1814.5
20-Mar-23,672.9,374.25,305.05,833.05,1070.3,158.05,2455.9,1440,70.1,110.05,874.3,48,125.05,260,440.85,1950,403.05,1100,1568,392.9,245.65,47.15,1418.8,601.05,371.65,1050,120.3,519.8,1262.9,468,408.6,395,151.15,231.5,851.7,123.35,1266.3,2223,3280,527,88.42,950,1166.6,105.5,2455.9,332,375.5,402.95,15.37,1716.8
17-Mar-23,688,381.25,308.4,839.65,1078.5,161.8,2463,1422.05,71.2,113.35,886.95,46.5,124.05,260.1,440.1,1866.05,412,1077.5,1560,389.95,245,49.79,1429,605.05,384,1056.45,108.8,522.95,1264,468,405.25,394.05,152.65,229,930.45,120,1274.95,2249,3291.95,529.7,86.24,960.05,1180.7,106.15,2463,336,376.7,423.05,14.96,1720.05
16-Mar-23,686.7,366,312,818,1061,158.55,2414.05,1485,73,111,878.2,44.31,121.5,265.95,428.15,1910.15,419.95,1079.15,1541.55,400,232.75,44.27,1413.3,603,379,1074.85,110.35,518.75,1285,465.05,404.85,401,151.9,235,922,122,1257.05,2237.05,3260.05,517.45,86.95,950.05,1179.2,107.45,2414.05,332.45,375.15,410,15.36,1759.4
15-Mar-23,654.25,354,309.5,840,1064,164.7,2383.95,1524,72.35,111.8,876.9,45.99,124.9,261.65,417.05,1924.95,411.15,1090.05,1579.45,409,232.55,46.97,1435.1,603.3,380.15,1080,109.55,512.5,1334,465,412.45,398.15,153.55,235.4,951.25,125.95,1294.8,2284.9,3289.95,530.4,87.52,947.3,1198.65,107.3,2383.95,332,383.15,418.25,15.55,1792.6
14-Mar-23,683.95,365.5,309.85,825.3,1063.95,162.8,2335.05,1519.95,70.01,112.55,872.3,45.78,120.6,268,420,1849.95,418.65,1098.1,1564.3,404,228.25,43.11,1439.7,601,383.05,1065,109,503.05,1304.35,456.75,425,404,155.5,228.9,957.6,123.3,1244,2281.15,3250.05,528.95,87.01,955,1170.05,106.9,2335.05,336.85,386,405,15.67,1844.4
13-Mar-23,686,382.55,308.1,848.95,1075.15,167,2374,1512.05,73.18,114,882,47,125.05,272,428.9,1882.05,422.55,1111.6,1583.1,407.05,228.55,50.11,1462,606.05,388,1070.65,115.1,526.05,1300,455.55,431,405.25,155.85,235,985.1,127,1280.05,2328,3315,545.1,88.02,955,1180.05,108.1,2374,344.2,387.8,438.15,14.6,1880.75
10-Mar-23,684,380,311.65,858,1093.9,170.35,2360,1528.95,72,115.5,883.9,47.73,126.8,274.05,423,1978.5,428.85,1102,1602.15,404,224.75,51.29,1460,611.4,386.7,1080,116.65,536,1316.2,453.8,428.1,411.95,154.85,236.7,1000,131.1,1285.05,2343.3,3255.5,553.9,86.32,942.05,1211,107.5,2360,338,388,450,16.45,1893.85
09-Mar-23,712.75,393,322.15,863.8,1101.05,174.5,2408.95,1516.95,71,117,879.95,45.47,128,271.15,423.7,2034.15,432.5,1123,1633.45,409.65,223.7,54.45,1495.2,616.35,392.3,1080,117,512.2,1318.15,434.9,431.15,410.65,158.7,235,1020.25,130,1316,2419.9,3300,565,87.41,957.2,1214.05,107.6,2408.95,338.95,392.55,459.35,16.69,1938.5
08-Mar-23,700,383.8,321.3,858,1097.85,170.6,2401.95,1484.1,72.42,115.2,882.05,42.39,126.65,278.2,416.05,1989.95,428.5,1112,1622,410.15,219.85,49.89,1488,615.85,384.2,1070.05,116.25,516.6,1323,427,426.05,410.05,156.35,233.45,1020,134.15,1327.95,2401.2,3196.05,560,86.02,958.05,1210,105.3,2401.95,335.05,391.25,456,16.8,1899.8
06-Mar-23,698,396,313.05,856.5,1139.05,173.15,2406.05,1408.05,71.51,116.05,884,42,128.05,272.65,416.55,1894.95,415.55,1125.05,1618,417.05,219.2,50.67,1489.9,616.9,386.45,1061.6,117.35,518.25,1337.05,425,430,418,154.05,245,952,130.3,1306,2395,3162.5,565,87.51,966.7,1199.5,107.2,2406.05,337.45,391.15,454.25,16.82,1841
03-Mar-23,660,379.55,311.75,850,1099.05,166.8,2361.05,1440.95,72.85,116.45,890,44.89,127.05,274.7,420,1849.35,420.55,1108.95,1596,413.2,218.35,42.25,1489,609.05,376.3,1090,116.5,517.8,1328.5,428.55,430,408.2,154.05,241.3,953.45,133.4,1291.95,2344,3150,541.2,86.95,965.25,1209.6,105.75,2361.05,344.9,389.3,426.05,17.4,1814.95
02-Mar-23,602.15,354.4,318.95,872,1102.6,164.15,2375.1,1461.95,71.4,115.25,900.55,44.1,128,264.65,427,1818,417.8,1090.2,1590.55,414.8,215.25,38.52,1489.95,612,379,1077,114.85,532.8,1334,430.1,429,410.95,154.25,242,940.05,132.1,1314.9,2331,3278.95,536,85.05,959.5,1200.05,105.85,2375.1,340,389.9,423.5,18.3,1806.1
01-Mar-23,597,343.4,315.85,846,1082.05,157.95,2364.35,1445,70.4,115.25,913.9,43.25,127.95,268,427,1818.95,420,1077.55,1606.5,401.4,215.25,38.65,1492,603.55,375.1,1139.95,113.65,528.25,1278.1,429.95,424.7,403,151.55,243,927,130,1281.95,2342.2,3246.25,523.05,82.56,955.95,1190.05,104.35,2364.35,341,388.15,415.5,17.55,1775.85
28-Feb-23,562.05,329.5,313.3,857,1104.6,160.05,2408.95,1451.85,69.35,116.65,945.25,41.6,130.5,265.95,433.7,1705.75,416.05,1077.05,1592.65,414.7,214.2,40.95,1519.4,600.55,382,1062.05,113.9,543.3,1302.45,427.6,422.1,407,154.5,238.35,893.15,127.95,1258.95,2375,3229.95,527.95,82.9,965.1,1184.85,106.6,2408.95,328,391.5,416.2,16.35,1812.9
27-Feb-23,556.1,341.15,316.05,846.6,1120.45,153.6,2392.1,1473.2,69.85,117.65,965.5,42,133.3,267.65,434.6,1706.3,420,1093.95,1585,415.7,217.15,39.1,1544.95,602.6,384.6,1051.65,118,513.4,1337.95,426.1,432,418.75,154.4,229,900.2,134.95,1290.05,2378.6,3223.8,520.95,82.55,965.4,1201.5,109.8,2392.1,347.9,393.2,423.1,16.15,1827
24-Feb-23,555.7,338.15,326.4,853.8,1110.05,156.8,2395.05,1448.85,70,118.75,960,40.3,132.9,271.55,450,1732.05,421.2,1094,1619.35,438.1,222.9,38.05,1555.05,605.9,388.95,1046.4,118.95,523.4,1366.8,428.45,432.7,414.95,151.8,237,944.25,133.9,1325.1,2375,3268.25,526.75,85.15,970,1208.05,112.5,2395.05,359.6,396,435,16.4,1840
23-Feb-23,538.05,335.1,334.95,833.15,1127,157.3,2426,1468,70.65,117.2,963.2,41.05,131.35,274,444.3,1688.75,420,1098.15,1613.05,428.1,223,39.65,1570,618.35,383.9,1039.05,116.55,508.45,1363.3,430.5,428.7,416.5,153.75,242.75,940.5,128.35,1215.05,2376,3280,518.65,84.8,977.95,1220,111.3,2426,367.15,395.45,414.55,16.25,1864.9
22-Feb-23,583.3,350.05,325.05,841,1133.1,158.7,2444.05,1404.8,70.2,119.05,966,41.25,132.5,275,432.05,1691.55,418.95,1097,1639.2,430.4,225,40.15,1564,640,381.4,1051.4,116.35,508,1366.4,434.95,434.15,410.05,154.4,247,942,126,1271.05,2428,3299.95,521.2,86.65,969.05,1225.05,113.05,2444.05,374.8,399,417.5,16.7,1885
21-Feb-23,585,353,332.8,850.35,1120.6,164.25,2475.1,1439.95,70.9,118.8,968.05,40.55,132.1,276.8,432.6,1732.55,411.2,1117.1,1637,436.5,230.05,35.1,1599,641.95,384.4,1058.45,120,541.45,1379.8,424,447,415.9,154.75,248.75,947,131,1331.9,2421,3199.05,527.2,86.2,985,1242.3,112.7,2475.1,355.25,406.25,424.8,16.75,1946.05
20-Feb-23,568,349,332.35,856.3,1122.4,167.55,2500.8,1419,71.15,120.1,999,41.5,134.5,269.05,434.95,1763.05,429.1,1106.1,1657.55,430,232.1,35.8,1589,649.8,384.15,1061.35,110.05,544.45,1399.6,439,441.95,414.35,157.05,251.8,932.45,131.05,1362.95,2440.4,3200.05,532.4,85.85,990,1225.2,112.55,2500.8,355,404.05,432.4,16.1,2007.35
17-Feb-23,578.8,346.8,334.2,859.3,1125.05,168.7,2519.95,1429.95,71.35,119.3,1035.8,39.9,133.05,268.05,429.1,1777.95,422.05,1125.95,1640,433.1,231.5,35.4,1585,645.05,381.2,1078.35,112.1,539.8,1389.55,430,437.05,411.65,155.8,248,938.85,127.7,1334.9,2424.95,3229.95,539.15,85.2,995,1256.95,111.8,2519.95,347,405.55,415.95,16.2,2026.7
16-Feb-23,580.95,352,329.95,873,1138,170,2530,1387.25,69.05,119.9,1023.05,41.75,135.45,271.85,425.1,1777,427.3,1140,1670.6,436,235,34,1600.1,647,382.75,1080.05,110.7,511,1381.6,422.6,438.6,414.65,149.6,255.9,917.8,123.5,1282.3,2450,3230.05,546.05,84.8,1004.95,1244.5,110.35,2530,347.3,408.1,415,16.4,2045.15
15-Feb-23,568,337.15,326.05,872.95,1161.65,168.35,2506.9,1386.7,69.35,119,1030,41.05,132.35,266.55,428.9,1680,423.9,1134.95,1673,434.6,231.4,34.2,1584,639.05,381.7,1090.05,107.95,519.5,1374.5,427.45,430.25,418.9,148.75,257,901.15,117.5,1288.95,2387.8,3164,541.45,83.65,1004.9,1241.2,108.9,2506.9,344.25,403.05,430,16.3,2050.05
14-Feb-23,549,343.95,326.05,860.05,1173.6,166,2527.9,1387.2,68,120,1028,42.35,136.95,276.95,421.15,1711.55,428.6,1116.05,1661,430.3,228.5,35.1,1582.05,643,374.25,1096.95,108,496.8,1375.1,430.6,433.35,422.7,148.75,254,939.8,117.6,1282.1,2325.2,3127.9,539.7,83.2,1010.05,1222.25,109.5,2527.9,347.4,402.5,409.95,16.7,1918.5
13-Feb-23,587.05,361.65,330,865.85,1209.95,169.35,2472,1386.95,71,119.05,1025.05,40.95,139.1,282.75,410,1789.95,425.2,1117.05,1656.45,433.7,231.2,34.55,1598,644.95,372.95,1116.15,112.7,505.2,1342.3,440,449.85,422,146.8,257,953.5,115.55,1300.05,2337.6,3179.75,554.7,84.25,1002.25,1264.95,108.95,2472,342,405.1,396,17.05,1900
10-Feb-23,573.9,356,333.65,870.15,1162.05,170,2460,1393.95,70.1,118.3,1020,41.45,138.15,281,396.5,1796.05,425.05,1131,1646,443,235.15,35.5,1610.05,655,373.1,1085,112.05,492.4,1401,440,452.75,419,146.2,255,948.75,117.6,1326.5,2357,3095,547.45,84.8,1003,1225.25,111.05,2460,336.8,406.35,395.65,16.8,1946.25
09-Feb-23,590,381.95,330.05,872.1,1207.95,167.55,2465.1,1360,72,119.05,1032.45,40.25,138.2,276,398,1879.95,428,1137.05,1661,437.85,230.1,36.45,1590,642.15,374.55,1109.45,116.35,493.4,1459.2,433.75,444.7,414,144.1,256,947,117.6,1393.55,2357.35,3139.75,553,84.55,1013,1245,111.8,2465.1,331.05,406.6,406.25,17.15,1915.3
08-Feb-23,565,394.3,332.95,881.2,1180,168.5,2450,1364.9,69.2,121,1031.4,41.2,139,275.55,390.25,1777.35,439.95,1128.1,1651.55,431.95,232.2,36.35,1560.05,639.55,374.15,1100.05,118.45,497.8,1459.95,440,446.95,414.55,145.15,258.6,960,123.75,1422.95,2311.3,3119,548.15,82.6,1008.05,1236.5,111.4,2450,320,400.4,400.5,17,1885.8
07-Feb-23,549.5,385,342.4,885.55,1173.25,168,2452.05,1361.7,70,118.5,1022.15,39.7,136,275.65,404.9,1795,430.2,1146.5,1652.35,441,230.2,36.85,1561.05,636,383.4,1107.8,121.3,500,1466.5,435,449,417.95,143.05,256,943,130.25,1413.6,2312,3090,548,84.2,1020.05,1271.35,112,2452.05,340.8,404.75,371.65,16.7,1914.65
06-Feb-23,499,373.6,326.4,879.55,1142.05,165.4,2470.05,1357.2,68.05,116.15,1020,38.15,139.05,277.05,385.85,1805.05,429,1135,1658.7,458.95,227.6,35,1598,625.55,385.25,1076.35,114,477.9,1440,434.9,445.25,411.55,141.75,257.45,880,137.1,1424.85,2325,3040,554,86,1020.25,1220.05,120,2470.05,334,404.4,347.05,16.45,1881.3
03-Feb-23,458,352,337.3,872.05,1135,157.15,2315.05,1325.1,71.5,117.85,1014.05,40.5,143,275.55,389.25,1801.05,429.1,1155,1617,466.95,230.15,35.5,1592.25,630.15,380.95,1085.4,111.15,475,1458.75,448.25,454,414.3,144.4,257.95,950,144.3,1428,2345,2930.5,535,89.1,1002.05,1234.95,120,2315.05,335.05,411.9,339.65,16.85,1906
02-Feb-23,504.95,334.6,327.1,853.9,1134.8,151.65,2345.95,1265,72.15,119.85,1029.95,40.6,142.05,276,382.05,1801.05,426.25,1130.05,1614.95,465.4,231.25,34.6,1553.7,628.1,360.75,1067.95,113.65,450.3,1451.7,440.4,434,415.35,144.45,261.9,960,153,1376.85,2325,2950,516.8,88.95,1012.05,1204.95,122,2345.95,332.05,400,325.5,16.8,1874.35
01-Feb-23,630,410,324.95,876,1079.55,169.6,2411.5,1263.45,81.25,118.05,1017,42.15,147.45,285.5,384.3,1925,431.5,1135.25,1616.25,472.15,238,37,1540,642.95,352.35,1062.05,119.05,455.7,1471.15,461.05,458.7,423.35,145.25,256.85,1027.4,159.65,1533.05,2380,2939,562.85,91.1,1032.15,1235.05,120,2411.5,339.15,400.05,346.65,17.35,1944
31-Jan-23,606,393,313.25,872.3,1080,160.3,2350,1200.05,75,119.95,1034.85,40.1,142.85,277.3,375,1835.3,423.6,1135,1617.8,473,235.35,35.3,1546,625.05,345.05,1109.95,106.45,439,1446.15,437.05,427,420,144.3,253,994.65,151,1500,2385,2918.1,545.75,87.05,1057.95,1235.1,118.7,2350,336.8,400.05,338.55,17.1,1884.95
30-Jan-23,608.95,388.05,308.1,869.95,1102.3,156.7,2329,1210.35,76,118.05,1047.1,41,138.15,278.05,380.55,1900.05,416.85,1110.05,1602,475.1,232.45,35.65,1529,611.3,346,1068.95,109.55,435.3,1458.6,452,410.05,402.15,147.05,247.1,1047,147.05,1435.05,2337.75,2989.95,530.35,87.95,1035,1254.95,120.6,2329,331,398,330.05,17.5,1888.1
27-Jan-23,700,457.95,324,893.25,1135.05,170.5,2360,1239.3,77.85,121.25,1028,40.35,140.6,283.95,399.05,1953.45,427.25,1115.5,1644.15,491.05,246.35,35,1543,628.6,341,1045.05,115.55,444.85,1469.45,441.75,420.6,414.95,152.15,260,1102.1,151.1,1510.05,2381.95,2995.05,572.15,89.75,1040.1,1308.8,121.6,2360,342.45,399.05,344.4,18.1,1897.75
25-Jan-23,753,498.4,312.55,906,1116.7,178.2,2367,1235.05,80.05,119.65,1062.3,41.05,144.95,277.4,413.05,1928.85,432.9,1137,1688.5,484,248.1,36,1540,642.3,338.6,1069.95,120.4,427,1483.55,429.05,421.55,409.85,151.25,259.55,1192,152.9,1538.7,2410,3045,595.05,90.75,1028.2,1323.95,120.25,2367,324.45,404.3,349.55,18.2,1901
24-Jan-23,769.45,501.2,316.05,934.25,1130,181,2370,1238.05,78.95,119.1,1059.05,41,147.95,282.95,417.2,1923.9,437.1,1123.2,1677.7,495.05,250.4,35.3,1558.3,642.8,338.1,1074.95,119.05,440.1,1481.6,443.45,422.2,413.5,152.1,261,1181.05,153,1522,2432.5,3057.1,602.45,92.7,1050,1373.7,122.3,2370,322.05,409,349.3,18.15,1896.1
23-Jan-23,779.5,517.4,312,936,1136.25,180.75,2380,1205.55,80,120.3,1050.25,42,147.2,284.1,413,1910.05,437.3,1109.05,1661.25,494,247,36,1534,642,334.75,1061.95,120.85,434,1516.9,435.05,424,420.4,152.1,257.35,1189,156,1508.4,2450,3075.05,598.15,91.65,1030.8,1366.95,123.3,2380,324.6,404.05,346.3,17.35,1921
20-Jan-23,776.05,519.05,315.7,933.95,1144.5,178.1,2380.05,1234.45,80.8,121.05,1064.55,42.5,142.1,285,420.15,1938.65,441.2,1116.2,1643.8,498,244.8,36.1,1539,640,332.5,1060,119.95,416.25,1515.45,445.05,415.6,417,151.3,262,1193.8,157,1520,2481.7,3051.05,592,92.1,1041.15,1370.5,123.5,2380.05,321.55,402.15,350.5,20.15,1935
19-Jan-23,780.55,518.5,322.05,924.1,1132.55,177.55,2400,1241.95,79.85,122.2,1063.6,42.55,141,283.4,416.05,1928.7,440.25,1100.25,1630.05,495,243.25,37.4,1539.8,638,333.2,1068.05,118.5,424.25,1526.05,450,410.1,418,147.75,259.9,1175,160.35,1523.3,2474.2,3073.95,591.5,90.25,1038.3,1384.65,121.95,2400,324.05,402,349.5,20.25,1954
18-Jan-23,785,516.65,320,920,1162.8,182.2,2408.55,1229.1,80.25,123.95,1068.95,42.5,143.15,284,420,1914.75,447.8,1111,1607.9,487.95,243.1,38.15,1547,638.15,333.25,1070.05,120.55,432.9,1533.05,451.4,412,413.55,148,258.8,1142.05,151.15,1500.1,2479,2977.95,596.85,87.7,1033.05,1398.05,119.85,2408.55,322.5,397.85,352.9,20.1,1909
17-Jan-23,788,516.05,315.5,921.6,1151.55,185.75,2401.1,1239,80.5,123.65,1060.05,42.4,142.05,278.1,416.3,1950,440.1,1095,1592,481,248.05,39.25,1527,639.15,330,1098.35,122.65,420.05,1522.2,450.05,411.95,412,148.1,264.35,1151,151.9,1416.05,2453.15,3030,603.4,88.45,1038,1386.95,119.85,2401.1,326.4,400,352,20.15,1907
16-Jan-23,795.85,521.85,322.85,942,1139.05,185.1,2435.75,1242,82.15,123.15,1067,44,140.15,285.7,415.55,2037.7,441.3,1079.05,1624.4,488.6,251.25,39,1514,642.15,328.8,1120,124.45,444.25,1529.05,452.95,414.65,416,147.3,260.85,1172.15,151.8,1477.8,2474.9,2966.2,601.15,89,1037,1372.05,121.25,2435.75,327.95,394,350.35,20.4,1900
13-Jan-23,797.75,510.6,319.75,937.95,1160.5,181.95,2450.05,1251,84,124.2,1064,42.5,143.6,283.3,420.15,2089.95,448.45,1059.65,1598,487,248.95,40.1,1489.95,641.5,329.9,1114.5,118.8,447,1548.85,453,411.3,411.15,146.1,262,1179,152.2,1490,2468.6,2962.15,596.6,88.05,1035,1395.8,118.35,2450.05,325.05,397.2,351.2,19.95,1904.8
12-Jan-23,798.95,509.05,320,949.9,1164.05,182.2,2459.95,1249.3,83.95,125.1,1056.8,42.4,142.75,288.75,420.1,2056.95,445.7,1061,1585.25,493.05,257.3,37.2,1482,642.55,332.6,1123.8,119.2,449.3,1552.5,446.4,417.75,410.05,148.35,263,1182,147,1436.05,2525,2949.85,597.8,88.85,1025.05,1425.5,118.85,2459.95,323.1,394.65,346.25,20.15,1909.05
11-Jan-23,800,515.1,327.95,950.25,1173.05,181,2467.35,1220,83.1,126,1076.1,43.9,134.75,287.6,431.85,2103,452.05,1066.25,1570.6,480.5,250,38.9,1470,635.15,333.3,1184.25,121.3,449,1585.05,456.8,410.3,413.4,149.2,258.9,1185,148,1436.6,2555.2,2902.25,596,88.2,1011.1,1369.95,119.3,2467.35,325.05,392.5,358.9,20.6,1888.05
